GeoFIPS,GeoName,Region,LineCode,Description,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1000,Alabama,5,92, Personal interest income ,Thousands of dollars,241526,265140,297840,325335,356532,386353,429282,460943,484458,519886,604374,759148,938643,1079142,1197786,1391343,1655135,1910139,2115372,2444662,2824271,3224884,4008327,4918921,5593349,5968418,6747212,7254181,7691994,7935808,8551700,9711421,10115354,10167592,10033976,10008931,10328252,11282899,11286341,11977383,12795975,12627772,13546182,13858334,12787184,12879896,12222611,13841692,15035335,16183801,16682463,16160985,16084181,15181036,15186050,14431467,14778513,15397577,15782710,16493770,17049126,17646817,16686462,16249385,17487612,19913632
1000,Alabama,5,93,  Imputed interest receipts 1/,Thousands of dollars,155540,173048,191229,211331,228220,243029,268465,288034,308599,334639,364174,441563,565632,663189,738292,835897,977160,1165972,1282883,1452674,1701516,1831533,2139504,2395976,2786352,3289827,3544325,3937373,4285421,4624900,4900100,5246138,5575052,5903235,6140177,6368238,6561651,7092576,7151207,7601281,7610653,7691221,7896365,8038240,8149992,8519662,8662921,9108573,9695431,10110610,10702159,11021008,10907015,11034017,11026453,10724505,11041293,11357555,11512845,11803606,12135504,12269787,11592987,11471257,11702076,12792393
1000,Alabama,5,94,  Monetary interest receipts ,Thousands of dollars,85986,92092,106611,114004,128312,143324,160817,172909,175859,185247,240200,317585,373011,415953,459494,555446,677975,744167,832489,991988,1122755,1393351,1868823,2522945,2806997,2678591,3202887,3316808,3406573,3310908,3651600,4465283,4540302,4264357,3893799,3640693,3766601,4190323,4135134,4376102,5185322,4936551,5649817,5820094,4637192,4360234,3559690,4733119,5339904,6073191,5980304,5139977,5177166,4147019,4159597,3706962,3737220,4040022,4269865,4690164,4913622,5377030,5093475,4778128,5785536,7121239
1000,Alabama,5,95, Rental income of persons 2/,Thousands of dollars,156985,167702,176732,184865,193850,202098,203194,208377,213244,220819,216491,234137,256831,270851,269142,264647,277222,269693,244165,182825,193453,192033,221790,296604,297396,265599,268627,290808,216026,215984,293752,311310,386840,529429,761636,1033127,1258619,1402099,1536169,1679595,1822229,1987200,2059177,2310740,2543403,2825128,3037214,2784872,2362812,2293190,3528775,4089466,5044320,5828791,6164240,6606175,6765225,6893669,7048774,7317108,7361254,7852331,8255339,8508408,9024597,10227947
1000,Alabama,5,96,  Imputed rent ,Thousands of dollars,104175,115509,126281,135740,146422,153217,156401,161850,169740,177422,174578,193402,206041,221022,218601,207860,212098,196043,169346,107155,115752,103505,99834,109954,59753,53867,27973,6446,-32395,-22491,57463,85805,149968,248232,399710,626434,804209,866775,1030226,1128871,1321638,1483125,1564558,1790366,2022484,2259319,2438835,2100745,1663284,1595139,2690316,3400684,4220323,4889222,5192941,5554254,5536284,5792179,6026197,6291302,6336867,6867426,7277759,7456561,7870423,8983174
1000,Alabama,5,97,  Monetary rent ,Thousands of dollars,52810,52193,50451,49125,47428,48881,46793,46527,43504,43397,41913,40735,50790,49829,50541,56787,65124,73650,74819,75670,77701,88528,121956,186650,237643,211732,240654,284362,248421,238475,236289,225505,236872,281197,361926,406693,454410,535324,505943,550724,500591,504075,494619,520374,520919,565809,598379,684127,699528,698051,838459,688782,823997,939569,971299,1051921,1228941,1101490,1022577,1025806,1024387,984905,977580,1051847,1154174,1244773
2000,Alaska,8,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,67954,73461,90909,91776,97963,110432,125919,135438,145015,157502,165544,205780,254938,284135,314440,358806,419232,505699,571313,634543,726856,808544,920599,1076455,1335842,1564318,1718216,1898339,1945348,1910110,1989142,2210448,2328044,2386020,2521492,2721663,2928433,3101975,3209198,3420770,3528388,3505797,3669564,3638877,3630246,3773706,3922133,4136805,4544611,5068587,5703654,5603073,5956426,6634321,7016981,6783998,7129596,7458993,7557601,7726501,7875421,7930747,7805851,8228282,8592161,9423936
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2367,2392,3926,3830,4180,5492,6900,6898,7302,8868,6598,8222,10061,12005,14325,15509,19355,31007,37789,40581,46379,53407,67163,84559,122294,139052,140255,163601,182826,196144,230852,308740,357252,369780,390073,437860,538442,597143,662224,706813,689322,668912,726943,673309,657244,681278,917917,969886,1214369,1523315,1802420,1408158,1456648,1806904,1938017,1855213,2131825,2280611,2230046,2341352,2401005,2424096,2487639,2914835,3063491,3208093
2000,Alaska,8,92, Personal interest income ,Thousands of dollars,58329,62671,76762,76444,81041,91076,102302,108539,114109,121268,128661,156368,208489,237274,265720,305265,359197,437201,495022,561235,646497,718466,809648,938113,1153802,1335146,1485272,1621939,1676537,1644354,1680488,1828443,1872620,1913037,1980604,2055025,2099236,2216525,2226627,2331288,2402077,2377283,2486713,2475992,2464876,2539585,2402114,2655957,2916244,3171078,3306393,3368595,3443329,3548628,3727786,3484966,3550799,3703229,3737203,3863557,3870506,3969403,3676072,3571944,3755171,4204684
2000,Alaska,8,93,  Imputed interest receipts 1/,Thousands of dollars,51063,54796,67311,66448,70062,77098,85833,89218,90270,97847,103281,126494,171615,193385,214036,241387,278440,340026,378001,421161,481357,511195,569401,636986,781841,938831,1005433,1118627,1175917,1180526,1198842,1272749,1308537,1370731,1445027,1519264,1545498,1636318,1637116,1713972,1688087,1692579,1704506,1674905,1817916,1944359,1933135,2011290,2152265,2240917,2369179,2590568,2665418,2815835,2961620,2822915,2866054,2952162,2932429,2986349,3019776,3047262,2803096,2727640,2730120,2941749
2000,Alaska,8,94,  Monetary interest receipts ,Thousands of dollars,7266,7875,9451,9996,10979,13978,16469,19321,23839,23421,25380,29874,36874,43889,51684,63878,80757,97175,117021,140074,165140,207271,240247,301127,371961,396315,479839,503312,500620,463828,481646,555694,564083,542306,535577,535761,553738,580207,589511,617316,713990,684704,782207,801087,646960,595226,468979,644667,763979,930161,937214,778027,777911,732793,766166,662051,684745,751067,804774,877208,850730,922141,872976,844304,1025051,1262935
2000,Alaska,8,95, Rental income of persons 2/,Thousands of dollars,7258,8398,10221,11502,12742,13864,16717,20001,23604,27366,30285,41190,36388,34856,34395,38032,40680,37491,38502,32727,33980,36671,43788,53783,59746,90120,92689,112799,85985,69612,77802,73265,98172,103203,150815,228778,290755,288307,320347,382669,436989,459602,455908,489576,508126,552843,602102,510962,413998,374194,594841,826320,1056449,1278789,1351178,1443819,1446972,1475153,1590352,1521592,1603910,1537248,1642140,1741503,1773499,2011159
2000,Alaska,8,96,  Imputed rent ,Thousands of dollars,6153,7202,9109,10122,11155,11994,12543,13278,14241,15121,15114,19759,18974,20679,20561,19712,20363,19368,16752,9943,11109,9424,9030,10178,4307,3569,73,-3798,-11028,-11491,-1937,-1264,4040,13267,34809,73345,103445,116993,144922,209990,251561,285901,296065,329407,355338,392089,416611,339878,224821,201664,400155,596815,772715,937707,1012341,1098798,1077235,1099866,1223711,1198402,1279455,1202075,1309340,1374191,1385811,1585805
2000,Alaska,8,97,  Monetary rent ,Thousands of dollars,1105,1196,1112,1380,1587,1870,4174,6723,9363,12245,15171,21431,17414,14177,13834,18320,20317,18123,21750,22784,22871,27247,34758,43605,55439,86551,92616,116597,97013,81103,79739,74529,94132,89936,116006,155433,187310,171314,175425,172679,185428,173701,159843,160169,152788,160754,185491,171084,189177,172530,194686,229505,283734,341082,338837,345021,369737,375287,366641,323190,324455,335173,332800,367312,387688,425354
4000,Arizona,6,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,371257,422003,476611,538218,573673,615902,666271,706824,740231,798586,958993,1204328,1456378,1664177,1873798,2164741,2521645,2841201,3061098,3458551,4059334,4743226,5836318,7163687,8000696,9067097,10151639,11462848,12367727,12794035,13819560,15684181,16076092,16085084,16009764,16945693,18767760,20540481,22038407,24070493,25949201,26606294,28649734,29148489,29065190,30669747,32642033,35901405,39680192,43115721,44081851,38618468,38112102,41816154,44910741,44288846,47336029,50985882,52957286,56528841,60060777,65058833,66963409,77254446,85394542,96072362
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,53636,61541,72797,77681,86251,99986,117744,137887,138987,143566,199602,214862,228168,247652,278853,322088,367492,367783,451928,534548,640559,760138,867489,956996,999316,1164983,1226761,1386537,1551699,1549893,1889979,2283580,2412639,2633212,2721109,2972841,3504057,3948259,4780323,5467061,5777090,5480248,6119352,5956157,6475739,6973363,9565404,10222047,12665843,14251441,13079437,8814504,8579220,11058151,12944192,12317980,14651231,16193636,17094498,18870600,20225569,23626018,24632590,33652399,35961436,37763164
4000,Arizona,6,92, Personal interest income ,Thousands of dollars,198760,236591,269213,297131,335783,360624,389902,404051,429538,475091,580151,772809,992146,1163348,1328957,1574077,1899376,2226254,2378246,2741931,3218331,3791116,4741808,5917608,6722560,7571227,8596697,9706595,10515233,10961797,11579161,13062020,13236375,12854246,12449084,12700053,13570565,14735053,15215456,16183307,17401854,18039373,19284571,19454426,18516511,19189848,18147405,21158486,23222402,25054442,24793393,22654527,20778966,20624688,21569541,20522249,21378420,22989033,23656719,24972758,26299264,27704032,26667444,26897034,30002446,34928119
4000,Arizona,6,93,  Imputed interest receipts 1/,Thousands of dollars,102673,120547,134346,150790,167140,185622,205145,217446,230926,257869,294588,373017,505549,608692,705971,811849,962948,1226645,1282621,1452194,1659251,1764035,2055956,2317296,2911487,3718315,3906365,4732913,5208526,5593804,5947005,6350746,6580802,6853722,7173715,7545858,7911525,8731000,8977163,9619564,9737914,10415862,10907639,11144516,11387964,12018576,11996691,12546726,13175450,13804497,14251980,14192991,13520364,13551002,13642042,13281783,13836085,14490672,14377881,14790203,15452730,15824803,15443864,15713892,16406468,18168440
4000,Arizona,6,94,  Monetary interest receipts ,Thousands of dollars,96087,116044,134867,146341,168643,175002,184757,186605,198612,217222,285563,399792,486597,554656,622986,762228,936428,999609,1095625,1289737,1559080,2027081,2685852,3600312,3811073,3852912,4690332,4973682,5306707,5367993,5632156,6711274,6655573,6000524,5275369,5154195,5659040,6004053,6238293,6563743,7663940,7623511,8376932,8309910,7128547,7171272,6150714,8611760,10046952,11249945,10541413,8461536,7258602,7073686,7927499,7240466,7542335,8498361,9278838,10182555,10846534,11879229,11223580,11183142,13595978,16759679
4000,Arizona,6,95, Rental income of persons 2/,Thousands of dollars,118861,123871,134601,163406,151639,155292,158625,164886,171706,179929,179240,216657,236064,253177,265988,268576,254777,247164,230924,182072,200444,191972,227021,289083,278820,330887,328181,369716,300795,282345,350420,338581,427078,597626,839571,1272799,1693138,1857169,2042628,2420125,2770257,3086673,3245811,3737906,4072940,4506536,4929224,4520872,3791947,3809838,6209021,7149437,8753916,10133315,10397008,11448617,11306378,11803213,12206069,12685483,13535944,13728783,15663375,16705013,19430660,23381079
4000,Arizona,6,96,  Imputed rent ,Thousands of dollars,63594,71519,78915,86597,94597,100703,104299,109407,116099,121823,121528,160011,163028,175635,175941,168094,172893,163117,141120,86830,97244,80348,77771,88127,42220,38698,12874,-12998,-61654,-59363,22565,39150,96533,201112,402066,753727,1040972,1170266,1456304,1661728,1996385,2297881,2462514,2884194,3323515,3768379,4102911,3574385,2745667,2729879,4682905,5781337,7165131,8224303,8468969,9311657,9014934,9544651,10100708,10771865,11307119,11616362,13564845,14313512,16580065,20339843
4000,Arizona,6,97,  Monetary rent ,Thousands of dollars,55267,52352,55686,76809,57042,54589,54326,55479,55607,58106,57712,56646,73036,77542,90047,100482,81884,84047,89804,95242,103200,111624,149250,200956,236600,292189,315307,382714,362449,341708,327855,299431,330545,396514,437505,519072,652166,686903,586324,758397,773872,788792,783297,853712,749425,738157,826313,946487,1046280,1079959,1526116,1368100,1588785,1909012,1928039,2136960,2291444,2258562,2105361,1913618,2228825,2112421,2098530,2391501,2850595,3041236
5000,Arkansas,5,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,245678,260919,283284,312872,353497,386079,425331,488432,539949,588133,559969,669954,774526,868494,956043,1112658,1334691,1519640,1663725,1881041,2156828,2478666,3074967,3824352,4359890,4540002,5034207,5481432,5694124,5559495,6005700,6654515,6991439,7039920,7194688,7512275,7998418,8631041,9236977,9856865,10498417,10429279,10991368,11204462,10952251,11341035,12020950,13130948,14824005,16927251,18889381,17145633,17077634,20016677,23419534,21596448,24587603,26201566,27513887,28319046,30716043,28999837,30369019,36539051,41481114,46279663
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,27261,29698,32134,35595,41368,49823,59175,68049,67080,65028,77342,84500,90701,99429,112280,133054,156022,165545,197220,229401,265494,306698,336431,363627,439914,419087,423153,501789,564575,578484,756226,900790,998232,1102308,1206944,1340593,1609463,1751924,2024660,2307494,2366890,2313063,2282372,2157204,2435410,2721537,3686916,3908504,4969929,5967070,6465549,4518623,4320673,6353784,8668431,7533236,9426904,10322994,10921605,11521298,12703636,12128015,13357898,18395915,21183203,22382498
5000,Arkansas,5,92, Personal interest income ,Thousands of dollars,125622,133481,153156,170274,199796,213903,243678,296526,343046,389145,355391,430442,525174,605171,680418,807771,979836,1154731,1284191,1503272,1730258,2011909,2552371,3212138,3659018,3902263,4390116,4742706,4958355,4820030,5046870,5541521,5733544,5614769,5539381,5561959,5652211,6082175,6281155,6553132,7059436,6951972,7481840,7679315,7064005,7024464,6565063,7611120,8509084,9568392,10290602,10153494,9518547,9883147,10999492,9946150,10788225,11677772,12286239,12706817,13522958,12397962,12179003,13072937,14946642,17884099
5000,Arkansas,5,93,  Imputed interest receipts 1/,Thousands of dollars,70003,73497,78262,89731,106004,111617,122544,131380,145929,166190,179312,207068,257334,302961,343713,394901,471852,586271,645315,735954,851829,910745,1086329,1246431,1481065,1757180,1893322,2125423,2312652,2449137,2541946,2685817,2839196,2979018,3102212,3216795,3314467,3613898,3677455,3946238,3981015,4005093,4145267,4209250,4231860,4435778,4536702,4837722,5209774,5551421,6053736,6317265,6274544,6503589,6798247,6696004,7100855,7460722,7582973,7678700,7826794,7541704,6960154,6707024,6976390,7953652
5000,Arkansas,5,94,  Monetary interest receipts ,Thousands of dollars,55619,59984,74894,80543,93792,102286,121134,165146,197117,222955,176079,223374,267840,302210,336705,412870,507984,568460,638876,767318,878429,1101164,1466042,1965707,2177953,2145083,2496794,2617283,2645703,2370893,2504924,2855704,2894348,2635751,2437169,2345164,2337744,2468277,2603700,2606894,3078421,2946879,3336573,3470065,2832145,2588686,2028361,2773398,3299310,4016971,4236866,3836229,3244003,3379558,4201245,3250146,3687370,4217050,4703266,5028117,5696164,4856258,5218849,6365913,7970252,9930447
5000,Arkansas,5,95, Rental income of persons 2/,Thousands of dollars,92795,97740,97994,107003,112333,122353,122478,123857,129823,133960,127236,155012,158651,163894,163345,171833,198833,199364,182314,148368,161076,160059,186165,248587,260958,218652,220938,236937,171194,160981,202604,212204,259663,322843,448363,609723,736744,796942,931162,996239,1072091,1164244,1227156,1367943,1452836,1595034,1768971,1611324,1344992,1391789,2133230,2473516,3238414,3779746,3751611,4117062,4372474,4200800,4306043,4090931,4489449,4473860,4832118,5070199,5351269,6013066
5000,Arkansas,5,96,  Imputed rent ,Thousands of dollars,48791,53521,57979,63067,68689,72507,74578,77700,81963,86491,85185,114517,124182,130059,132937,127262,128946,118269,103760,69250,75941,68793,65867,71439,42850,36198,21161,8427,-11819,-5039,36985,54093,89280,139852,212026,317028,397745,421499,496072,605056,708782,797507,848805,960348,1076608,1202427,1313328,1140785,891003,915912,1424588,1861832,2333309,2789479,2852231,3094650,3237364,3304443,3474391,3366505,3670262,3598435,4027423,4167510,4212597,4832451
5000,Arkansas,5,97,  Monetary rent ,Thousands of dollars,44004,44219,40015,43936,43644,49846,47900,46157,47860,47469,42051,40495,34469,33835,30408,44571,69887,81095,78554,79118,85135,91266,120298,177148,218108,182454,199777,228510,183013,166020,165619,158111,170383,182991,236337,292695,338999,375443,435090,391183,363309,366737,378351,407595,376228,392607,455643,470539,453989,475877,708642,611684,905105,990267,899380,1022412,1135110,896357,831652,724426,819187,875425,804695,902689,1138672,1180615
6000,California,8,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,6618909,7159161,7746764,8109107,8790823,9437402,10332156,11266629,12107777,12861519,13527617,15139365,16875870,18269178,19878427,22211155,25386274,27935497,30045134,33225936,38085124,43777202,53288555,65178572,71952685,78973501,89471824,95743929,99818929,100971597,110873044,125281648,133310931,134618277,135158838,138554514,144954194,156265863,166130734,172383679,186728849,192288788,208146942,214146192,207318770,216303450,225572817,245796609,278702836,303009360,317313356,285017329,280368166,311855637,346264450,333250186,364838900,398095023,419576944,449925241,475096553,496603548,503512298,530611549,579192217,642830942
6000,California,8,91, Personal dividend income ,Thousands of dollars,1183235,1282191,1364436,1414901,1537507,1655922,1856485,2087302,2143335,2228969,2466039,2574070,2589372,2670141,2871184,3182065,3529689,3578880,4291448,4989142,5681290,6476054,7423158,8240397,7969908,9587978,10281680,11044757,12259211,12045923,14915381,18207024,19727139,20988835,21479616,22692689,25481543,27825332,32824874,37792045,40559490,40771833,45878194,44996023,48417333,52636312,68935246,69811688,87459462,97528885,98748292,68647716,65871828,86400285,105565095,99736602,119030512,133800132,140676229,156278408,168452232,180926904,191149113,223896290,242476037,254372930
6000,California,8,92, Personal interest income ,Thousands of dollars,3594987,3932352,4319204,4579913,5042043,5511408,6124370,6731260,7398221,7951404,8385454,9691911,11481198,12573066,13772731,15607297,18303710,20806184,22469557,25715332,29779228,34657043,42648339,52947275,60006776,65269083,74856135,80115190,84082958,85937218,91823787,103290342,108416163,106291947,101591110,98095100,97912933,104979929,106130182,110751234,119132991,123046320,133893484,138102561,127674495,130081242,121331385,143399145,164296209,177585818,176049718,163084366,150270477,152139996,162043213,151952194,162817967,178372448,188533617,201175632,210450628,215675936,204322421,196134481,215330013,250018978
6000,California,8,93,  Imputed interest receipts 1/,Thousands of dollars,1600498,1825203,2004845,2163521,2363020,2569132,2809901,3036904,3334622,3654716,4004629,4724916,5869225,6504440,7228386,7955096,9177281,11262344,11919386,13286731,15053243,15809255,18488282,21018866,25165632,30729039,32690319,37467925,40751161,43733094,45971688,49492866,52455406,54669371,56135788,56892009,56775059,60505434,60461713,64404827,64704766,70645941,73787441,74575971,76086752,80273677,79585096,83409902,89332524,94076022,97405110,98068540,95128907,96009915,98054118,95443162,101542049,109361075,112090695,116939292,121477583,123280328,116946973,115474293,116685127,128158818
6000,California,8,94,  Monetary interest receipts ,Thousands of dollars,1994489,2107149,2314359,2416392,2679023,2942276,3314469,3694356,4063599,4296688,4380825,4966995,5611973,6068626,6544345,7652201,9126429,9543840,10550171,12428601,14725985,18847788,24160057,31928409,34841144,34540044,42165816,42647265,43331797,42204124,45852099,53797476,55960757,51622576,45455322,41203091,41137874,44474495,45668469,46346407,54428225,52400379,60106043,63526590,51587743,49807565,41746289,59989243,74963685,83509796,78644608,65015826,55141570,56130081,63989095,56509032,61275918,69011373,76442922,84236340,88973045,92395608,87375448,80660188,98644886,121860160
6000,California,8,95, Rental income of persons 2/,Thousands of dollars,1840687,1944618,2063124,2114293,2211273,2270072,2351301,2448067,2566221,2681146,2676124,2873384,2805300,3025971,3234512,3421793,3552875,3550433,3284129,2521462,2624606,2644105,3217058,3990900,3976001,4116440,4334009,4583982,3476760,2988456,4133876,3784282,5167629,7337495,12088112,17766725,21559718,23460602,27175678,23840400,27036368,28470635,28375264,31047608,31226942,33585896,35306186,32585776,26947165,27894657,42515346,53285247,64225861,73315356,78656142,81561390,82990421,85922443,90367098,92471201,96193693,100000708,108040764,110580778,121386167,138439034
6000,California,8,96,  Imputed rent ,Thousands of dollars,1153743,1276815,1393434,1493017,1608729,1678539,1707863,1760161,1837965,1914090,1875379,2031701,1929752,2156116,2199769,2173595,2312958,2261023,2010390,1104587,1099324,841667,882741,853493,132901,-70997,-585154,-1253681,-2429771,-2558990,-1325242,-1414249,-913091,54420,2768882,7157432,10223860,11472861,14065035,10462604,12546836,14343864,15042915,16873545,18286355,20251614,21476472,17624283,12735714,12310618,23517199,32094290,40656131,47656323,49326907,54263813,55800579,57670829,60907165,65761800,68764378,70310711,78656988,79544898,86927124,100968313
6000,California,8,97,  Monetary rent ,Thousands of dollars,686944,667803,669690,621276,602544,591533,643438,687906,728256,767056,800745,841683,875548,869855,1034743,1248198,1239917,1289410,1273739,1416875,1525282,1802438,2334317,3137407,3843100,4187437,4919163,5837663,5906531,5547446,5459118,5198531,6080720,7283075,9319230,10609293,11335858,11987741,13110643,13377796,14489532,14126771,13332349,14174063,12940587,13334282,13829714,14961493,14211451,15584039,18998147,21190957,23569730,25659033,29329235,27297577,27189842,28251614,29459933,26709401,27429315,29689997,29383776,31035880,34459043,37470721
8000,Colorado,7,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,658642,706081,748179,798576,874960,925904,984712,1042450,1109684,1201443,1277608,1514200,1760919,1956245,2161687,2489739,2877023,3230365,3496077,3910507,4528754,5172117,6251268,7589407,8604218,9579487,10501169,11396567,11795118,11875069,12697599,14315078,14891973,15321899,15703981,16872727,18647397,20789981,22552845,24110331,26116499,25847593,28677073,29802408,28893212,29686593,31026577,33530211,38032405,42845774,46179005,41616333,40456902,47329627,51169171,50846023,55932733,60292298,62079665,66362952,71709210,78425517,79029936,87837315,97004730,107097770
