GeoFIPS,GeoName,Region,LineCode,Description,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
16000,Idaho,7,97,  Monetary rent ,Thousands of dollars,25209,29857,28070,26696,27045,28617,27997,26878,24894,22596,23128,21152,18108,33492,34799,54680,45803,42215,42113,44465,44480,47250,72310,101459,130617,92651,107881,118859,102979,94312,93705,89449,99017,119655,140770,215804,220154,260802,294166,294139,261859,284306,302969,334685,329639,294710,318872,265562,272967,297249,329570,392788,446929,565008,573150,550572,546258,591270,624900,618093,627433,737368,762427,835843,976000,1044955
17000,Illinois,3,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,3106911,3366005,3666323,3933118,4329469,4689861,5135571,5631442,5979028,6319922,6649036,6918059,7576130,8067948,8710550,9833359,11191531,12124652,12936248,14255896,15841045,17826150,21551295,26292972,31053093,32807569,36657598,37791407,39063312,39075743,42581265,46329505,48542643,49302668,50506995,51744336,55014874,60733522,65201178,69425488,74836120,73885698,80630128,80498460,76801509,77177623,80094519,84176853,94744227,102578272,108220665,94817979,92858882,102973486,112262577,108920628,119598037,126296900,128091299,134989995,147302967,148106662,150118919,152445030,166978032,183828525
17000,Illinois,3,91, Personal dividend income ,Thousands of dollars,735252,797103,867382,921418,1000348,1064884,1202696,1344497,1382450,1407358,1522447,1502688,1489316,1517042,1607085,1803829,2015497,1958041,2293167,2607454,2926176,3289631,3601486,3864652,4074800,4583948,4734000,5063367,5561000,5518982,7037266,8876551,9562016,10087230,10427115,11165024,12851380,14257029,16858045,18619506,19837389,19148490,21019073,19715615,20871333,21388198,27247859,26247440,32444591,36759480,38242133,26735484,25324280,32499954,38792921,36938658,43287487,45657669,45696804,49318293,55140530,56033840,57178336,67281417,73043416,76600319
17000,Illinois,3,92, Personal interest income ,Thousands of dollars,1323027,1477965,1672445,1814015,2075683,2317275,2647689,2940093,3260655,3562212,3815646,4169549,4810210,5247929,5705286,6547472,7732211,8773114,9397757,10652478,11903283,13558841,16867287,21150154,25722333,27003236,30645782,31459361,32697344,32837780,34564041,36539955,37788740,37608664,37480351,36620540,37229363,40791732,42143155,43804471,47328209,46573903,51273349,51909247,47071455,46508880,43054555,49093100,55370428,59373700,59713905,54889930,50836379,50882308,52941673,50180700,54136540,58041816,58760501,61773908,67917165,68050334,67341932,59274191,65792678,75454933
17000,Illinois,3,93,  Imputed interest receipts 1/,Thousands of dollars,578496,652142,723054,796570,879379,944921,1054150,1147465,1268761,1400933,1542546,1792116,2136374,2368184,2611431,2912013,3383760,4210023,4450211,4910879,5482396,5662542,6664549,7664899,9277823,11190954,12006040,13244068,14362940,15372510,16054399,16828678,17574368,18153401,18843631,19633771,19854418,21610692,22134793,23867481,23915494,24510811,25879923,25855379,26200208,27286323,27543984,28743212,30378221,31301113,32922979,32656623,31785706,31973337,32342405,31200739,32881365,34875602,34730193,35217605,36800528,37075707,34777792,33750529,34752259,37187173
17000,Illinois,3,94,  Monetary interest receipts ,Thousands of dollars,744531,825823,949391,1017445,1196304,1372354,1593539,1792628,1991894,2161279,2273100,2377433,2673836,2879745,3093855,3635459,4348451,4563091,4947546,5741599,6420887,7896299,10202738,13485255,16444510,15812282,18639742,18215293,18334404,17465270,18509642,19711277,20214372,19455263,18636720,16986769,17374945,19181040,20008362,19936990,23412715,22063092,25393426,26053868,20871247,19222557,15510571,20349888,24992207,28072587,26790926,22233307,19050673,18908971,20599268,18979961,21255175,23166214,24030308,26556303,31116637,30974627,32564140,25523662,31040419,38267760
17000,Illinois,3,95, Rental income of persons 2/,Thousands of dollars,1048632,1090937,1126496,1197685,1253438,1307702,1285186,1346852,1335923,1350352,1310943,1245822,1276604,1302977,1398179,1482058,1443823,1393497,1245324,995964,1011586,977678,1082522,1278166,1255960,1220385,1277816,1268679,804968,718981,979958,912999,1191887,1606774,2599529,3958772,4934131,5684761,6199978,7001511,7670522,8163305,8337706,8873598,8858721,9280545,9792105,8836313,6929208,6445092,10264627,13192565,16698223,19591224,20527983,21801270,22174010,22597415,23633994,23897794,24245272,24022488,25598651,25889422,28141938,31773273
17000,Illinois,3,96,  Imputed rent ,Thousands of dollars,589354,648844,705099,738378,780708,800120,801119,813508,838107,862756,835440,787057,811407,854691,833515,775867,780077,721667,618962,362828,348013,253856,240132,232990,62623,11085,-105351,-254514,-510401,-535752,-262454,-272801,-155777,58137,667812,1729960,2515834,2865898,3547029,3886519,4651895,5288465,5479878,5958067,6216790,6770897,7109850,5692984,3719958,3512828,6981954,9662714,12611821,15002326,15711260,17013663,17420690,17838624,18613952,19507291,19904770,19718911,21405304,21486174,23299781,26514037
17000,Illinois,3,97,  Monetary rent ,Thousands of dollars,459278,442093,421397,459307,472730,507582,484067,533344,497816,487596,475503,458765,465197,448286,564664,706191,663746,671830,626362,633136,663573,723822,842390,1045176,1193337,1209300,1383167,1523193,1315369,1254733,1242412,1185800,1347664,1548637,1931717,2228812,2418297,2818863,2652949,3114992,3018627,2874840,2857828,2915531,2641931,2509648,2682255,3143329,3209250,2932264,3282673,3529851,4086402,4588898,4816723,4787607,4753320,4758791,5020042,4390503,4340502,4303577,4193347,4403248,4842157,5259236
18000,Indiana,3,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,1010537,1100145,1221528,1290636,1399978,1512416,1628451,1748039,1868511,1988731,2132451,2452900,2743554,3019906,3251453,3703950,4259661,4767142,5148498,5775448,6392139,7144427,8696265,10615605,11839293,12517654,13679191,14486327,15053802,15094100,16442353,18525694,19617767,19493063,19819122,20611186,22028295,23995395,25394570,27001761,29423902,28381574,30532345,30572140,29583593,29723008,30147429,30141137,32834708,35165770,37607598,34409683,33987327,37083836,39897780,39325219,41644686,43902203,44678024,46982061,49794703,51234139,51873928,57731541,61562330,67826040
18000,Indiana,3,91, Personal dividend income ,Thousands of dollars,174293,193785,216607,229212,250112,272397,308722,338328,353032,362429,380211,399076,412865,437911,481777,561684,645764,648170,784875,919430,1028538,1154888,1207203,1256662,1257594,1420635,1448150,1670260,1865794,1952337,2574474,3184323,3588036,3775925,4081855,4487260,5385084,5885936,6784554,7399383,8366532,8027975,8499281,7852817,8446037,8686588,10392821,9983828,11760274,13021578,13521386,10045482,9697203,11764186,13865530,13557054,15131864,16239802,16265367,17511620,18689360,19850922,20809855,26957760,27987620,29221087
18000,Indiana,3,92, Personal interest income ,Thousands of dollars,461546,526559,601265,640080,707065,778798,872038,950904,1062701,1192752,1318175,1602092,1867916,2069753,2258093,2586472,3061901,3560786,3854400,4457871,4944008,5600570,7057822,8853664,10116719,10697900,11827702,12393895,12909990,12875574,13487952,14954621,15511983,15066420,14752598,14637806,14836353,16048475,16332895,16937488,18192896,17265865,18844186,19228366,17533877,17142035,15542301,16496335,18241555,19418064,19689702,18959850,17409203,17418226,17641932,16639853,17105627,18104294,18656449,19337333,20417472,20835749,19486196,19095094,20923647,24196629
18000,Indiana,3,93,  Imputed interest receipts 1/,Thousands of dollars,208637,239049,271253,297290,325224,348774,385213,416402,460638,510160,574141,689980,834517,952475,1054185,1168993,1365759,1727609,1827159,2059754,2291040,2358841,2792803,3177145,3898219,4808271,5046683,5716659,6134161,6511989,6812787,7228812,7587256,7881165,8159143,8421434,8514074,9185049,9275588,9808781,9849766,9468971,9915686,9947624,9973658,10209670,10108516,10296150,10590171,10836018,11677541,11903559,11543418,11645048,11641831,11296883,11711364,12259634,12326507,12566543,13106814,13212566,12421275,12180860,12528133,13852255
18000,Indiana,3,94,  Monetary interest receipts ,Thousands of dollars,252909,287510,330012,342790,381841,430024,486825,534502,602063,682592,744034,912112,1033399,1117278,1203908,1417479,1696142,1833177,2027241,2398117,2652968,3241729,4265019,5676519,6218500,5889629,6781019,6677236,6775829,6363585,6675165,7725809,7924727,7185255,6593455,6216372,6322279,6863426,7057307,7128707,8343130,7796894,8928500,9280742,7560219,6932365,5433785,6200185,7651384,8582046,8012161,7056291,5865785,5773178,6000101,5342970,5394263,5844660,6329942,6770790,7310658,7623183,7064921,6914234,8395514,10344374
18000,Indiana,3,95, Rental income of persons 2/,Thousands of dollars,374698,379801,403656,421344,442801,461221,447691,458807,452778,433550,434065,451732,462773,512242,511583,555794,551996,558186,509223,398147,419593,388969,431240,505279,464980,399119,403339,422172,278018,266189,379927,386750,517748,650718,984669,1486120,1806858,2060984,2277121,2664890,2864474,3087734,3188878,3490957,3603679,3894385,4212307,3660974,2832879,2726128,4396510,5404351,6880921,7901424,8390318,9128312,9407195,9558107,9756208,10133108,10687871,10547468,11577877,11678687,12651063,14408324
18000,Indiana,3,96,  Imputed rent ,Thousands of dollars,233385,255785,276684,289338,304914,312530,313096,318494,328783,338330,328931,356844,367798,394361,389421,366276,365135,341877,299227,196627,198794,152862,145185,145462,64123,43849,630,-47407,-124380,-117605,-9991,11273,75489,166189,365473,730309,1022858,1153830,1421871,1699016,2007116,2265979,2385224,2637113,2849584,3149762,3396532,2860947,2071910,1996458,3516447,4470375,5791358,6635240,7059611,7757955,7951575,8044157,8295613,8832633,9326688,9181810,10188113,10185375,10971707,12588826
18000,Indiana,3,97,  Monetary rent ,Thousands of dollars,141313,124016,126972,132006,137887,148691,134595,140313,123995,95220,105134,94888,94975,117881,122162,189518,186861,216309,209996,201520,220799,236107,286055,359817,400857,355270,402709,469579,402398,383794,389918,375477,442259,484529,619196,755811,784000,907154,855250,965874,857358,821755,803654,853844,754095,744623,815775,800027,760969,729670,880063,933976,1089563,1266184,1330707,1370357,1455620,1513950,1460595,1300475,1361183,1365658,1389764,1493312,1679356,1819498
19000,Iowa,4,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,761551,837156,871551,936864,976835,1044194,1117237,1188769,1258418,1246592,1448156,1618851,1817638,1984251,2184507,2525707,2877774,3224897,3504323,3982384,4429855,5021246,6084702,7422946,8497799,8799616,9502267,9638221,9704711,9388297,9737515,10579848,10980148,11074397,11041673,11196062,11624502,12759710,13659806,14715197,15534533,15008984,15935585,16257836,15832038,15722336,16164884,16131591,17605059,19495537,20979044,19780026,19586405,21859962,23976499,23026386,24409443,25694935,26952729,28270983,28979147,29866260,30299227,32948782,35041987,38447249
19000,Iowa,4,91, Personal dividend income ,Thousands of dollars,85322,101311,111885,120849,123955,130647,137019,154881,154518,160059,175488,190722,197148,208303,227640,267334,311716,330084,394008,457685,520767,593782,654521,706926,743960,823537,827744,869254,966640,980308,1193874,1510954,1623235,1767647,1868059,2044175,2361143,2557126,2982005,3498531,3632393,3464724,3623580,3667079,3978733,3920861,5077560,4764811,5815066,6967483,7250273,5370322,5239307,6594882,7942473,7359962,8270145,8876054,9315606,10086248,10556015,10949816,11681971,14665499,15276391,15963323
19000,Iowa,4,92, Personal interest income ,Thousands of dollars,331329,374763,407506,432247,456445,486314,542806,598673,640375,658079,824379,1028550,1214407,1351283,1475608,1714670,2046112,2416331,2669931,3132772,3489980,4015547,4954853,6148860,7169695,7591176,8268354,8369380,8479962,8163429,8251815,8775506,9015399,8868349,8554805,8289879,8212528,8973382,9215737,9647044,10360512,9883200,10592554,10718696,9956347,9791284,8875309,9375002,10068056,10938286,11416973,11413015,10657023,10792558,11166676,10460682,10790439,11430753,11986500,12381262,12684214,13064723,12495658,12039465,13038863,14888211
19000,Iowa,4,93,  Imputed interest receipts 1/,Thousands of dollars,134311,150800,166224,182245,195854,205621,223512,238684,257573,277709,309971,374708,464649,534619,590582,661328,777360,998405,1085339,1237200,1376510,1414409,1688496,1902653,2314382,2852179,2968717,3315536,3489788,3654742,3748084,3882239,3986751,4124130,4249084,4381613,4373047,4732903,4800537,5157439,5159881,5037151,5188618,5223641,5268087,5512522,5458169,5578653,5798348,6000218,6506382,6851174,6755935,6927562,7030166,6826158,7125236,7448637,7568970,7779713,8000586,8066865,7531020,7319552,7417837,8011849
19000,Iowa,4,94,  Monetary interest receipts ,Thousands of dollars,197018,223963,241282,250002,260591,280693,319294,359989,382802,380370,514408,653842,749758,816664,885026,1053342,1268752,1417926,1584592,1895572,2113470,2601138,3266357,4246207,4855313,4738997,5299637,5053844,4990174,4508687,4503731,4893267,5028648,4744219,4305721,3908266,3839481,4240479,4415200,4489605,5200631,4846049,5403936,5495055,4688260,4278762,3417140,3796349,4269708,4938068,4910591,4561841,3901088,3864996,4136510,3634524,3665203,3982116,4417530,4601549,4683628,4997858,4964638,4719913,5621026,6876362
19000,Iowa,4,95, Rental income of persons 2/,Thousands of dollars,344900,361082,352160,383768,396435,427233,437412,435215,463525,428454,448289,399579,406083,424665,481259,543703,519946,478482,440384,391927,419108,411917,475328,567160,584144,384903,406169,399587,258109,244560,291826,293388,341514,438401,618809,862008,1050831,1229202,1462064,1569622,1541628,1661060,1719451,1872061,1896958,2010191,2212015,1991778,1721937,1589768,2311798,2996689,3690075,4472522,4867350,5205742,5348859,5388128,5650623,5803473,5738918,5851721,6121598,6243818,6726733,7595715
19000,Iowa,4,96,  Imputed rent ,Thousands of dollars,124978,135748,145705,152330,160409,164475,164958,168215,174202,179821,175455,218113,224246,233901,234673,221258,225465,212761,191909,144300,142519,119335,118518,112291,61177,38115,10423,-19535,-58495,-52115,-26,14817,46186,87098,171018,328673,457839,514968,632427,783561,915374,1024526,1089319,1180219,1265652,1394745,1542954,1334217,1059138,983718,1595742,2138359,2664976,3258156,3488326,3797395,3933816,3939056,4197220,4525415,4492758,4565308,4773752,4855914,5249321,5958118
19000,Iowa,4,97,  Monetary rent ,Thousands of dollars,219922,225334,206455,231438,236026,262758,272454,267000,289323,248633,272834,181466,181837,190764,246586,322445,294481,265721,248475,247627,276589,292582,356810,454869,522967,346788,395746,419122,316604,296675,291852,278571,295328,351303,447791,533335,592992,714234,829637,786061,626254,636534,630132,691842,631306,615446,669061,657561,662799,606050,716056,858330,1025099,1214366,1379024,1408347,1415043,1449072,1453403,1278058,1246160,1286413,1347846,1387904,1477412,1637597
20000,Kansas,4,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,693499,733374,773227,799275,830556,851967,899755,956687,978976,992207,1055401,1236767,1396012,1527334,1678302,1896518,2218509,2493644,2672798,2976874,3345048,3794146,4676364,5791075,6851387,7145921,7833697,8334292,8530986,8473675,9152079,9689033,10112679,10474276,10575774,10915298,11505563,12241100,12966763,13882668,14923445,14613075,15681864,15596993,15052536,15269334,15580601,16600551,19346631,21469937,24442104,21312243,20422772,23075177,25188217,24011110,26250431,25963978,25979070,27174710,28740408,29422080,29299692,32407325,35182717,38613510
20000,Kansas,4,91, Personal dividend income ,Thousands of dollars,73115,86132,91358,95601,104026,120534,138029,151981,150849,152777,160519,183252,189102,199879,219177,253461,290771,319639,374986,427013,486234,555085,618207,671891,733187,754445,738097,814242,897974,917572,1234948,1377760,1509488,1701192,1765058,1960562,2264705,2441378,2893762,3332176,3531299,3409655,3708580,3529772,3742438,3925681,4913799,5113849,6737558,7759115,9009549,6259159,5605145,7154667,8639999,7992798,9373779,9288410,9108565,9813551,10627490,11110469,11603451,14985828,15857467,16632960
20000,Kansas,4,92, Personal interest income ,Thousands of dollars,295193,325856,347263,364945,387148,411499,465849,512190,548881,582610,652563,793378,950888,1054144,1152980,1327272,1572004,1827364,1984264,2282233,2569314,2947304,3708974,4651022,5592935,5980303,6685636,7089598,7372945,7327503,7654630,8052880,8283603,8363705,8290751,8214355,8325995,8848328,8979362,9311754,10076506,9765700,10454703,10429547,9602595,9392707,8607376,9451605,10887578,12008107,12617325,12199451,11267305,11562232,11980303,11177003,11771010,11994952,12127860,12451404,13110965,13257866,12298991,12089765,13173560,15125402
20000,Kansas,4,93,  Imputed interest receipts 1/,Thousands of dollars,149319,165428,181188,198220,209520,214844,236869,246756,258979,278386,310572,380627,476547,535667,589229,651409,753041,923632,992069,1115289,1256040,1321876,1555685,1769285,2138136,2598989,2765552,3113914,3361206,3563058,3708587,3877988,4008079,4149849,4375050,4566971,4625839,4968014,4979042,5268841,5299620,5290177,5510319,5486540,5558568,5741069,5741110,5938666,6386322,6823083,7383056,7664489,7578457,7650188,7705264,7437650,7753974,7992593,8004097,7961185,8167635,8164947,7600906,7377962,7458330,8086192
20000,Kansas,4,94,  Monetary interest receipts ,Thousands of dollars,145874,160428,166075,166725,177628,196655,228980,265434,289902,304224,341991,412751,474341,518477,563751,675863,818963,903732,992195,1166944,1313274,1625428,2153289,2881737,3454799,3381314,3920084,3975684,4011739,3764445,3946043,4174892,4275524,4213856,3915701,3647384,3700156,3880314,4000320,4042913,4776886,4475523,4944384,4943007,4044027,3651638,2866266,3512939,4501256,5185024,5234269,4534962,3688848,3912044,4275039,3739353,4017036,4002359,4123763,4490219,4943330,5092919,4698085,4711803,5715230,7039210
20000,Kansas,4,95, Rental income of persons 2/,Thousands of dollars,325191,321386,334606,338729,339382,319934,295877,292516,279246,256820,242319,260137,256022,273311,306145,315785,355734,346641,313548,267628,289500,291757,349183,468162,525265,411173,409964,430452,260067,228600,262501,258393,319588,409379,519965,740381,914863,951394,1093639,1238738,1315640,1437720,1518581,1637674,1707503,1950946,2059426,2035097,1721495,1702715,2815230,2853633,3550322,4358278,4567915,4841309,5105642,4680616,4742645,4909755,5001953,5053745,5397250,5331732,6151690,6855148
20000,Kansas,4,96,  Imputed rent ,Thousands of dollars,101595,111458,120641,124389,129466,131162,130025,130998,134058,137060,132029,154654,158480,167845,168341,160775,165419,156540,136858,90644,92036,79292,79269,77709,40536,28966,7302,-17487,-54619,-51452,-2624,8312,38201,79995,167649,317957,434845,483095,586007,701452,828808,933191,984212,1079163,1162807,1281205,1390512,1177262,870538,830619,1452462,1930628,2397304,3005639,3039122,3317836,3298187,3439432,3586188,3760466,3783798,3948609,4373957,4086088,4585713,5248778
20000,Kansas,4,97,  Monetary rent ,Thousands of dollars,223596,209928,213965,214340,209916,188772,165852,161518,145188,119760,110290,105483,97542,105466,137804,155010,190315,190101,176690,176984,197464,212465,269914,390453,484729,382207,402662,447939,314686,280052,265125,250081,281387,329384,352316,422424,480018,468299,507632,537286,486832,504529,534369,558511,544696,669741,668914,857835,850957,872096,1362768,923005,1153018,1352639,1528793,1523473,1807455,1241184,1156457,1149289,1218155,1105136,1023293,1245644,1565977,1606370
21000,Kentucky,5,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,536411,572405,626219,660470,725784,770944,817315,847896,899350,973799,1017490,1192749,1373017,1505492,1647200,1862848,2175885,2417994,2649783,2981723,3376844,3834938,4668586,5698884,6714875,7138343,7930091,8379859,8732577,8760822,9541958,10446869,11114741,11492667,11764260,12110851,12807066,13795521,14704925,15616827,16741961,16508536,18034254,18304440,17808092,17825377,18078602,18750122,20711466,22266619,24157688,22397538,22200702,23801000,25942100,24724817,26164365,27576631,28987356,29978805,31332784,32691901,32860662,36086870,38536523,42436828
21000,Kentucky,5,91, Personal dividend income ,Thousands of dollars,119283,120501,126246,134837,158127,173933,191201,195627,190969,205690,200794,220674,228051,241181,264480,317828,375040,368766,428330,485056,549703,624539,673833,717976,748151,839538,859533,957090,1066089,1082431,1395486,1689266,1820329,1976901,2107946,2293306,2672687,2959595,3453442,3768360,4052065,4009036,4485660,4286671,4515909,4525360,5597441,5623977,6884981,7645397,8083402,5881762,5615120,6642949,8166069,7370771,8573458,9372421,10113450,10612549,11174371,12259179,12779416,16062777,16978177,17781695
21000,Kentucky,5,92, Personal interest income ,Thousands of dollars,251490,275944,312984,329639,359601,378636,417308,442915,499938,557713,613406,740288,889315,992270,1089108,1270973,1515079,1769934,1959735,2278299,2597626,2986120,3750493,4674699,5671301,6013124,6779926,7126996,7455591,7464674,7864583,8461278,8880043,9018809,8983742,8915281,8980644,9629963,9866866,10239406,11024179,10685662,11645531,11913576,11016495,10781456,9754491,10686610,11913526,12815858,13122840,12840077,12084957,12032195,12394638,11454423,11733110,12117602,12507107,13053223,13549820,13698128,12890966,12712605,13773895,15850260
21000,Kentucky,5,93,  Imputed interest receipts 1/,Thousands of dollars,133845,151058,168866,186111,204601,213950,227085,240409,267333,300758,330092,400377,496082,559686,616426,703572,826482,999375,1089851,1231879,1415058,1518563,1757214,1975569,2372728,2873898,3076794,3410897,3675271,3941692,4108088,4310795,4529155,4770621,5056940,5253406,5311633,5706505,5774859,6124373,6143018,6140923,6418609,6490334,6608780,6841292,6776865,6989691,7325691,7586249,8105412,8396595,8337317,8486398,8499526,8140269,8370139,8602982,8551055,8706151,9011368,8987289,8442895,8446944,8505443,9318855
21000,Kentucky,5,94,  Monetary interest receipts ,Thousands of dollars,117645,124886,144118,143528,155000,164686,190223,202506,232605,256955,283314,339911,393233,432584,472682,567401,688597,770559,869884,1046420,1182568,1467557,1993279,2699130,3298573,3139226,3703132,3716099,3780320,3522982,3756495,4150483,4350888,4248188,3926802,3661875,3669011,3923458,4092007,4115033,4881161,4544739,5226922,5423242,4407715,3940164,2977626,3696919,4587835,5229609,5017428,4443482,3747640,3545797,3895112,3314154,3362971,3514620,3956052,4347072,4538452,4710839,4448071,4265661,5268452,6531405
21000,Kentucky,5,95, Rental income of persons 2/,Thousands of dollars,165638,175960,186989,195994,208056,218375,208806,209354,208443,210396,203290,231787,255651,272041,293612,274047,285766,279294,261718,218368,229515,224279,244260,306209,295423,285681,290632,295773,210897,213717,281889,296325,414369,496957,672572,902264,1153735,1205963,1384617,1609061,1665717,1813838,1903063,2104193,2275688,2518561,2726670,2439535,1912959,1805364,2951446,3675699,4500625,5125856,5381393,5899623,5857797,6086608,6366799,6313033,6608593,6734594,7190280,7311488,7784451,8804873
21000,Kentucky,5,96,  Imputed rent ,Thousands of dollars,100971,111134,120712,128211,137088,142263,144142,148181,154470,160317,157255,188405,200555,212211,214781,203267,204069,188220,166241,112870,122857,106382,100163,105875,61022,55215,30794,9697,-26076,-16754,51673,77778,133595,211005,331748,524392,674761,724402,864196,1016249,1185417,1328885,1417973,1596074,1787904,1997082,2196209,1921123,1466453,1322996,2334043,2955019,3774389,4280909,4467412,4991301,4901252,5110315,5372035,5457697,5769790,5871924,6300558,6346748,6737469,7661529
21000,Kentucky,5,97,  Monetary rent ,Thousands of dollars,64667,64826,66277,67783,70968,76112,64664,61173,53973,50079,46035,43382,55096,59830,78831,70780,81697,91074,95477,105498,106658,117897,144097,200334,234401,230466,259838,286076,236973,230471,230216,218547,280774,285952,340824,377872,478974,481561,520421,592812,480300,484953,485090,508119,487784,521479,530461,518412,446506,482368,617403,720680,726236,844947,913981,908322,956545,976293,994764,855336,838803,862670,889722,964740,1046982,1143344
22000,Louisiana,5,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,685399,736064,774637,804125,867195,927588,968146,1039431,1103185,1179015,1242917,1420831,1612407,1771934,1931049,2155832,2580452,2908634,3126417,3477420,4025685,4578719,5725747,7149574,8345666,9216607,10084929,10962997,10922306,10546372,11107807,12055036,12604251,12712367,12890906,13308483,13992160,15318376,16110177,17065566,18291553,17826650,19197249,19471064,19119651,19727287,20310348,22147335,25600668,33268470,33874755,29406232,29231009,31269811,35044922,33426103,35016320,34693804,35080361,36492296,37843628,38880998,38699961,43309636,46578218,50917890
22000,Louisiana,5,91, Personal dividend income ,Thousands of dollars,99404,103592,108468,107690,115747,127276,146343,177852,183668,196759,196795,206020,214155,227779,250784,293886,342660,369581,432617,494727,578778,671774,747968,821137,934717,992675,971383,1117487,1183372,1155215,1484471,1807340,1979704,2127290,2325874,2588369,3078150,3470025,4076612,4426592,4646802,4382964,4742336,4490974,4816376,4941590,6201595,7086988,9234291,10617574,11537464,9254871,8003488,9817657,12052308,11343295,12334845,12518900,11991784,12788458,13272013,14071751,15225477,19592447,20307013,21268689
22000,Louisiana,5,92, Personal interest income ,Thousands of dollars,300150,320725,339307,359361,405264,437230,476945,523956,581622,643519,722863,876686,1060039,1187366,1321371,1523350,1818452,2148535,2329831,2686353,3104644,3568701,4560798,5740245,6771688,7466758,8413419,9112984,9281693,8990318,9181795,9821422,10080811,9940153,9637676,9510683,9593146,10341152,10271704,10849952,11585559,11121481,11938133,12093284,11274339,11281871,10220047,11127987,12776792,13670906,14757775,14123041,13827982,13839205,14947294,13587202,14081646,14373831,14890399,15315932,15649944,15986619,14777057,14736559,15860686,18260480
22000,Louisiana,5,93,  Imputed interest receipts 1/,Thousands of dollars,166744,180527,190112,207281,235392,246048,264967,286454,315726,357430,394196,473851,593914,671705,754851,843525,991587,1252622,1332061,1507299,1734826,1839867,2215353,2570333,3188363,3914353,4118697,4642733,4854479,5000227,5073746,5232518,5421801,5654574,5817933,5937868,6018080,6507992,6464083,6870182,6861000,6667735,6852472,6904702,7103451,7510283,7455306,7686172,8083450,8653588,9465800,9943816,9928206,9983859,10093304,9683018,9994971,10232700,10134291,10290933,10598230,10587595,9859362,9625961,9673276,10644895
22000,Louisiana,5,94,  Monetary interest receipts ,Thousands of dollars,133406,140198,149195,152080,169872,191182,211978,237502,265896,286089,328667,402835,466125,515661,566520,679825,826865,895913,997770,1179054,1369818,1728834,2345445,3169912,3583325,3552405,4294722,4470251,4427214,3990091,4108049,4588904,4659010,4285579,3819743,3572815,3575066,3833160,3807621,3979770,4724559,4453746,5085661,5188582,4170888,3771588,2764741,3441815,4693342,5017318,5291975,4179225,3899776,3855346,4853990,3904184,4086675,4141131,4756108,5024999,5051714,5399024,4917695,5110598,6187410,7615585
22000,Louisiana,5,95, Rental income of persons 2/,Thousands of dollars,285845,311747,326862,337074,346184,363082,344858,337623,337895,338737,323259,338125,338213,356789,358894,338596,419340,390518,363969,296340,342263,338244,416981,588192,639261,757174,700127,732526,457241,400839,441541,426274,543736,644924,927356,1209431,1320864,1507199,1761861,1789022,2059192,2322205,2516780,2886806,3028936,3503826,3888706,3932360,3589585,8979990,7579516,6028320,7399539,7612949,8045320,8495606,8599829,7801073,8198178,8387906,8921671,8822628,8697427,8980630,10410519,11388721
22000,Louisiana,5,96,  Imputed rent ,Thousands of dollars,136793,152013,166529,175770,186962,192923,194455,198856,206281,213723,208196,215577,232324,245027,242158,228209,231829,214936,184205,109342,117677,100029,99142,106084,50708,43402,14280,-12669,-58379,-48713,32538,55881,113739,193454,328717,536726,693662,749740,897832,968335,1131805,1270544,1332892,1521604,1716021,1914915,2058791,1755511,1356697,6753079,4755452,3897350,4727791,4978632,5127248,5617630,5602483,5735965,6105301,6207651,6326053,6707424,6979877,6754958,7410107,8369724
22000,Louisiana,5,97,  Monetary rent ,Thousands of dollars,149052,159734,160333,161304,159222,170159,150403,138767,131614,125014,115063,122548,105889,111762,116736,110387,187511,175582,179764,186998,224586,238215,317839,482108,588553,713772,685847,745195,515620,449552,409003,370393,429997,451470,598639,672705,627202,757459,864029,820687,927387,1051661,1183888,1365202,1312915,1588911,1829915,2176849,2232888,2226911,2824064,2130970,2671748,2634317,2918072,2877976,2997346,2065108,2092877,2180255,2595618,2115204,1717550,2225672,3000412,3018997
23000,Maine,1,90,"Dividends, interest, and rent (thousands of dollars) ",Thousands of dollars,268980,281641,292157,301227,319351,344061,379353,417260,435998,457557,452219,522050,589996,645410,705585,776016,880785,974157,1047753,1180846,1317646,1464102,1741075,2075586,2449172,2611995,2942583,3162984,3435219,3620982,4067196,4603303,4760632,4781536,4811298,4897539,5088271,5505667,5851255,6247417,6680379,6427945,6921852,7121321,6969816,7285606,7484393,7304662,7853725,8471779,8928979,8447436,8481855,9284867,9574889,9415286,9794860,10363038,11031455,11626247,12005139,12820880,13123312,14541879,16055838,18080786
